train_lr,train_class_error,train_loss,train_loss_ce,train_loss_bbox,train_loss_giou,train_loss_ce_0,train_loss_bbox_0,train_loss_giou_0,train_loss_ce_1,train_loss_bbox_1,train_loss_giou_1,train_loss_ce_enc,train_loss_bbox_enc,train_loss_giou_enc,train_loss_ce_unscaled,train_class_error_unscaled,train_loss_bbox_unscaled,train_loss_giou_unscaled,train_cardinality_error_unscaled,train_loss_ce_0_unscaled,train_loss_bbox_0_unscaled,train_loss_giou_0_unscaled,train_cardinality_error_0_unscaled,train_loss_ce_1_unscaled,train_loss_bbox_1_unscaled,train_loss_giou_1_unscaled,train_cardinality_error_1_unscaled,train_loss_ce_enc_unscaled,train_loss_bbox_enc_unscaled,train_loss_giou_enc_unscaled,train_cardinality_error_enc_unscaled,test_class_error,test_loss,test_loss_ce,test_loss_bbox,test_loss_giou,test_loss_ce_0,test_loss_bbox_0,test_loss_giou_0,test_loss_ce_1,test_loss_bbox_1,test_loss_giou_1,test_loss_ce_enc,test_loss_bbox_enc,test_loss_giou_enc,test_loss_ce_unscaled,test_class_error_unscaled,test_loss_bbox_unscaled,test_loss_giou_unscaled,test_cardinality_error_unscaled,test_loss_ce_0_unscaled,test_loss_bbox_0_unscaled,test_loss_giou_0_unscaled,test_cardinality_error_0_unscaled,test_loss_ce_1_unscaled,test_loss_bbox_1_unscaled,test_loss_giou_1_unscaled,test_cardinality_error_1_unscaled,test_loss_ce_enc_unscaled,test_loss_bbox_enc_unscaled,test_loss_giou_enc_unscaled,test_cardinality_error_enc_unscaled,test_coco_eval_bbox,epoch,n_parameters,ema_test_class_error,ema_test_loss,ema_test_loss_ce,ema_test_loss_bbox,ema_test_loss_giou,ema_test_loss_ce_0,ema_test_loss_bbox_0,ema_test_loss_giou_0,ema_test_loss_ce_1,ema_test_loss_bbox_1,ema_test_loss_giou_1,ema_test_loss_ce_enc,ema_test_loss_bbox_enc,ema_test_loss_giou_enc,ema_test_loss_ce_unscaled,ema_test_class_error_unscaled,ema_test_loss_bbox_unscaled,ema_test_loss_giou_unscaled,ema_test_cardinality_error_unscaled,ema_test_loss_ce_0_unscaled,ema_test_loss_bbox_0_unscaled,ema_test_loss_giou_0_unscaled,ema_test_cardinality_error_0_unscaled,ema_test_loss_ce_1_unscaled,ema_test_loss_bbox_1_unscaled,ema_test_loss_giou_1_unscaled,ema_test_cardinality_error_1_unscaled,ema_test_loss_ce_enc_unscaled,ema_test_loss_bbox_enc_unscaled,ema_test_loss_giou_enc_unscaled,ema_test_cardinality_error_enc_unscaled,ema_test_coco_eval_bbox,all_best_res,all_best_ep,regular_best_res,regular_best_ep,ema_best_res,ema_best_ep,now_time,train_epoch_time,epoch_time
9.999999999999999e-06,68.73626327514648,15.092300415039062,1.0848193168640137,1.881584644317627,0.7680499851703644,1.076301097869873,1.929787278175354,0.7943562269210815,1.0838961005210876,1.8937312960624695,0.776722639799118,1.0709449648857117,1.9258939623832703,0.8062114417552948,1.0848193168640137,68.73626327514648,0.3763169199228287,0.3840249925851822,2758.25,1.076301097869873,0.3859574645757675,0.39717811346054077,3674.875,1.0838961005210876,0.37874625623226166,0.388361319899559,3882.375,1.0709449648857117,0.3851787894964218,0.4031057208776474,3029.3125,80.66502380371094,9.874992370605469,1.021484375,0.5423151254653931,0.7970668375492096,1.02734375,0.6652172207832336,0.8140669763088226,1.03515625,0.615894228219986,0.7797162234783173,0.998046875,0.6899069547653198,0.8887770473957062,1.021484375,80.66502380371094,0.10846302285790443,0.3985334187746048,259.4375,1.02734375,0.13304344564676285,0.4070334881544113,277.75,1.03515625,0.12317884340882301,0.38985811173915863,289.125,0.998046875,0.13798139244318008,0.4443885236978531,295.25,"[0.028884798902108818, 0.04608284884684434, 0.038334036186581495, -1.0, 0.3499999999999999, 0.004116269385628244, 0.025, 0.10246891266628108, 0.188429005205321, -1.0, 0.35, 0.17618589743589746]",0,31865102,75.36946105957031,9.864396572113037,1.03125,0.5831425487995148,0.7630817592144012,1.017578125,0.7012422680854797,0.8088020086288452,1.02734375,0.5532641708850861,0.7791486084461212,1.0,0.7053450644016266,0.8941977322101593,1.03125,75.36946105957031,0.1166285090148449,0.3815408796072006,259.8125,1.017578125,0.14024845510721207,0.4044010043144226,278.1875,1.02734375,0.11065283417701721,0.3895743042230606,290.5,1.0,0.14106900990009308,0.44709886610507965,295.3125,"[0.03866728933260873, 0.07853370472901955, 0.038170408670627945, -1.0, 0.3499999999999999, 0.01587374096740966, 0.05157967032967033, 0.10712478311162521, 0.17754120879120877, -1.0, 0.35, 0.1651602564102564]",0.03866728933260873,0,0.028884798902108818,0,0.03866728933260873,0,2025-04-21 04:10:57.147705,0:00:35,0:00:44
2.3333333333333336e-05,65.73163414001465,18.01304054260254,0.8803496956825256,2.312122106552124,1.2449070811271667,0.8581800758838654,2.4031518697738647,1.2998300790786743,0.8752190470695496,2.3064956665039062,1.265937328338623,0.860840231180191,2.407704710960388,1.2983037233352661,0.8803496956825256,65.73163414001465,0.4624244421720505,0.6224535405635834,2956.0,0.8581800758838654,0.48063036799430847,0.6499150395393372,3721.625,0.8752190470695496,0.4612991362810135,0.6329686641693115,3890.5,0.860840231180191,0.4815409332513809,0.6491518616676331,3095.6875,87.80788040161133,9.610124111175537,1.05859375,0.5208045691251755,0.7188524007797241,1.017578125,0.648746132850647,0.8179129362106323,1.0625,0.5549931675195694,0.7266145348548889,1.01953125,0.6445689797401428,0.8194284439086914,1.05859375,87.80788040161133,0.10416091606020927,0.35942620038986206,258.3125,1.017578125,0.12974922358989716,0.40895646810531616,279.0625,1.0625,0.11099863424897194,0.36330726742744446,289.8125,1.01953125,0.12891379743814468,0.4097142219543457,295.0,"[0.03914398968008865, 0.08677155677984306, 0.020007367849903538, -1.0, 0.3499999999999999, 0.022777341139049112, 0.04505494505494505, 0.10621385193753614, 0.20517640254482358, -1.0, 0.35, 0.19198717948717947]",1,31865102,87.93103408813477,9.5213041305542,1.0703125,0.5194826126098633,0.7018851041793823,1.056640625,0.60555499792099,0.741456538438797,1.0625,0.5436729937791824,0.7320594191551208,1.03515625,0.6410866677761078,0.8114960193634033,1.0703125,87.93103408813477,0.10389652475714684,0.35094255208969116,256.375,1.056640625,0.12111100181937218,0.3707282692193985,278.3125,1.0625,0.1087346002459526,0.3660297095775604,290.0,1.03515625,0.12821733206510544,0.40574800968170166,294.9375,"[0.03390289440248255, 0.08265906180748861, 0.019716448501166415, -1.0, 0.39999999999999997, 0.016686154140885624, 0.043131868131868124, 0.0917690861769809, 0.20841526894158474, -1.0, 0.4, 0.19141025641025639]",0.03914398968008865,1,0.03914398968008865,1,0.03866728933260873,0,2025-04-21 04:11:38.751337,0:00:34,0:00:41
3.666666666666667e-05,47.67796325683594,16.696109771728516,0.9174252450466156,2.0257174968719482,1.180336207151413,0.8884064257144928,2.1057883501052856,1.233014851808548,0.9156720340251923,2.018399477005005,1.1835193037986755,0.8871254920959473,2.1068050861358643,1.2338998019695282,0.9174252450466156,47.67796325683594,0.40514351427555084,0.5901681035757065,2719.875,0.8884064257144928,0.42115767300128937,0.616507425904274,3764.0,0.9156720340251923,0.40367989242076874,0.5917596518993378,3877.8125,0.8871254920959473,0.4213609993457794,0.6169499009847641,3037.5,84.35960388183594,9.30521297454834,1.0859375,0.45802396535873413,0.6863174140453339,1.078125,0.5859546661376953,0.7067630589008331,1.078125,0.5081759840250015,0.7065332233905792,1.046875,0.5798466801643372,0.7845352292060852,1.0859375,84.35960388183594,0.091604795306921,0.34315870702266693,256.375,1.078125,0.11719093471765518,0.35338152945041656,282.625,1.078125,0.10163519531488419,0.3532666116952896,289.25,1.046875,0.11596933752298355,0.3922676146030426,294.5625,"[0.05066760996575559, 0.11181659850369276, 0.015307315519204756, -1.0, 0.175, 0.047396476145776044, 0.048351648351648346, 0.208783979178716, 0.27582056101792946, -1.0, 0.35, 0.26971153846153845]",2,31865102,82.5123176574707,9.364862442016602,1.06640625,0.46860140562057495,0.7022173702716827,1.033203125,0.5838128328323364,0.780814915895462,1.03125,0.49083124101161957,0.7614112198352814,1.0234375,0.607340008020401,0.8155367374420166,1.06640625,82.5123176574707,0.09372027963399887,0.35110868513584137,257.875,1.033203125,0.11676256358623505,0.390407457947731,281.375,1.03125,0.09816624969244003,0.3807056099176407,289.0,1.0234375,0.12146800011396408,0.4077683687210083,294.5625,"[0.05270503242821478, 0.11125033147311475, 0.021368826459600188, -1.0, 0.39999999999999997, 0.042011056797147506, 0.10027472527472528, 0.14282822440717177, 0.29237637362637364, -1.0, 0.4, 0.2811858974358974]",0.05270503242821478,2,0.05066760996575559,2,0.05270503242821478,2,2025-04-21 04:12:24.762766,0:00:34,0:00:45
5e-05,79.22494125366211,14.889206886291504,1.0636022090911865,1.7834928035736084,0.8307023048400879,1.0534029603004456,1.8405514359474182,0.8554197251796722,1.055646002292633,1.7969321608543396,0.8507123589515686,1.0441323518753052,1.8441826105117798,0.8704304397106171,1.0636022090911865,79.22494125366211,0.35669855773448944,0.41535115242004395,2715.6875,1.0534029603004456,0.3681102842092514,0.4277098625898361,3732.375,1.055646002292633,0.3593864291906357,0.4253561794757843,3875.0625,1.0441323518753052,0.36883652210235596,0.43521521985530853,3061.875,82.63546752929688,8.980756282806396,1.13671875,0.3822723925113678,0.5982252061367035,1.08984375,0.4973338544368744,0.6858372390270233,1.1015625,0.47024258971214294,0.6539227962493896,1.08984375,0.5648721754550934,0.7100818455219269,1.13671875,82.63546752929688,0.07645447924733162,0.29911260306835175,259.5,1.08984375,0.09946677088737488,0.34291861951351166,284.5,1.1015625,0.09404851868748665,0.3269613981246948,288.8125,1.08984375,0.11297443136572838,0.35504092276096344,293.5625,"[0.07429854977164146, 0.15519772487440542, 0.02606886546673725, -1.0, 0.3499999999999999, 0.0705161711801592, 0.03983516483516483, 0.1688259109311741, 0.34483805668016193, -1.0, 0.35, 0.34282051282051285]",3,31865102,80.78817749023438,8.845929622650146,1.1328125,0.4013354182243347,0.5962681174278259,1.1171875,0.46166351437568665,0.6340685784816742,1.12890625,0.40977461636066437,0.6121228933334351,1.0859375,0.553873211145401,0.7119794189929962,1.1328125,80.78817749023438,0.08026708289980888,0.29813405871391296,258.375,1.1171875,0.09233270585536957,0.3170342892408371,284.125,1.12890625,0.08195492252707481,0.30606144666671753,288.375,1.0859375,0.11077464744448662,0.3559897094964981,293.6875,"[0.07547058689422731, 0.15285638757041048, 0.033661833902578674, -1.0, 0.3499999999999999, 0.07523538759564759, 0.043406593406593405, 0.19602371312897626, 0.36065644881434356, -1.0, 0.35, 0.35993589743589743]",0.07547058689422731,3,0.07429854977164146,3,0.07547058689422731,3,2025-04-21 04:13:08.774123,0:00:34,0:00:44
6.333333333333333e-05,56.905595779418945,14.847527980804443,1.0170412063598633,1.6574580669403076,0.9438713490962982,0.9852454662322998,1.775618851184845,1.0145055949687958,1.0080923438072205,1.6755542755126953,0.9587600231170654,0.9731501638889313,1.797763466835022,1.0404656827449799,1.0170412063598633,56.905595779418945,0.3314916044473648,0.4719356745481491,2742.5625,0.9852454662322998,0.35512377321720123,0.5072527974843979,3777.75,1.0080923438072205,0.3351108431816101,0.4793800115585327,3874.9375,0.9731501638889313,0.35955269634723663,0.5202328413724899,3037.25,68.3497543334961,8.663637638092041,1.1796875,0.3444754630327225,0.5331950187683105,1.1640625,0.433528408408165,0.5752443969249725,1.1640625,0.38396139442920685,0.5675823390483856,1.125,0.5247653722763062,0.6680732071399689,1.1796875,68.3497543334961,0.06889509409666061,0.2665975093841553,259.8125,1.1640625,0.08670568279922009,0.28762219846248627,286.375,1.1640625,0.07679227739572525,0.2837911695241928,288.0,1.125,0.10495307296514511,0.33403660356998444,292.125,"[0.08225350712437932, 0.1542899344600506, 0.060849643741942974, -1.0, 0.3499999999999999, 0.08284024250899427, 0.03669751301330248, 0.30195199537304795, 0.5014712261422787, -1.0, 0.35, 0.507724358974359]",4,31865102,73.64532089233398,8.685894966125488,1.171875,0.3571517616510391,0.5472851991653442,1.15234375,0.4238267093896866,0.5941314250230789,1.1640625,0.3996902257204056,0.5705208778381348,1.1171875,0.5198882818222046,0.6679320931434631,1.171875,73.64532089233398,0.07143034972250462,0.2736425995826721,259.625,1.15234375,0.08476534485816956,0.29706571251153946,285.5,1.1640625,0.07993804290890694,0.2852604389190674,288.8125,1.1171875,0.10397765412926674,0.33396604657173157,292.3125,"[0.09358202537900596, 0.18450921147069682, 0.05312572304406621, -1.0, 0.175, 0.09666940290600597, 0.03791208791208791, 0.2935367264314633, 0.46310367264314634, -1.0, 0.35, 0.4667628205128205]",0.09358202537900596,4,0.08225350712437932,4,0.09358202537900596,4,2025-04-21 04:13:53.823138,0:00:34,0:00:45
7.666666666666667e-05,39.85347938537598,14.799357891082764,0.9928103983402252,1.6318142414093018,1.0315812826156616,0.9886740148067474,1.6769128441810608,1.0487610399723053,0.9867310225963593,1.6452475786209106,1.0299961566925049,0.9658391773700714,1.714579999446869,1.0864101946353912,0.9928103983402252,39.85347938537598,0.32636284828186035,0.5157906413078308,2885.5,0.9886740148067474,0.3353825658559799,0.5243805199861526,3776.75,0.9867310225963593,0.3290495127439499,0.5149980783462524,3865.625,0.9658391773700714,0.34291599690914154,0.5432050973176956,3031.3125,77.33990097045898,8.617215633392334,1.1796875,0.3559749275445938,0.5330931097269058,1.171875,0.4132118821144104,0.5624997019767761,1.171875,0.3970191776752472,0.5579513609409332,1.12109375,0.4745597243309021,0.6783744692802429,1.1796875,77.33990097045898,0.07119498401880264,0.2665465548634529,260.25,1.171875,0.08264237828552723,0.28124985098838806,288.25,1.171875,0.0794038362801075,0.2789756804704666,287.9375,1.12109375,0.09491194412112236,0.33918723464012146,288.9375,"[0.12153872422068476, 0.21635425772447456, 0.07271517499860289, -1.0, 0.178125, 0.13232632221629326, 0.09581043956043955, 0.3145387507229612, 0.523395026026605, -1.0, 0.4, 0.5255128205128206]",5,31865102,77.33990097045898,8.618536949157715,1.19140625,0.36769041419029236,0.5035629421472549,1.16796875,0.41737571358680725,0.5597014278173447,1.16796875,0.3959207385778427,0.5702329725027084,1.125,0.48630447685718536,0.6654039621353149,1.19140625,77.33990097045898,0.07353808172047138,0.25178147107362747,261.625,1.16796875,0.08347514271736145,0.27985071390867233,287.5,1.16796875,0.0791841484606266,0.2851164862513542,288.5,1.125,0.09726089611649513,0.33270198106765747,288.9375,"[0.14969481179581914, 0.24243556798205873, 0.10901101437250245, -1.0, 0.3583333333333333, 0.14949160891552404, 0.09773351648351648, 0.2859384037015616, 0.5279388374783112, -1.0, 0.4, 0.5286217948717948]",0.14969481179581914,5,0.12153872422068476,5,0.14969481179581914,5,2025-04-21 04:14:37.515568,0:00:34,0:00:43
9e-05,55.631866455078125,12.603509902954102,1.0736599266529083,1.255083978176117,0.7903624475002289,1.074308842420578,1.2714816331863403,0.801508903503418,1.0716600716114044,1.2377007603645325,0.7904536128044128,1.0461302399635315,1.3394960165023804,0.8516630232334137,1.0736599266529083,55.631866455078125,0.2510167956352234,0.39518122375011444,2831.0,1.074308842420578,0.25429632514715195,0.400754451751709,3788.125,1.0716600716114044,0.2475401610136032,0.3952268064022064,3858.5625,1.0461302399635315,0.26789920032024384,0.42583151161670685,3072.3125,61.33004951477051,8.377668380737305,1.203125,0.33032462000846863,0.48797428607940674,1.19921875,0.39494237303733826,0.5194535702466965,1.1953125,0.3388662338256836,0.4993962496519089,1.15625,0.44474177062511444,0.6080625653266907,1.203125,61.33004951477051,0.06606492400169373,0.24398714303970337,258.4375,1.19921875,0.07898847386240959,0.25972678512334824,288.1875,1.1953125,0.06777324713766575,0.24969812482595444,289.125,1.15625,0.08894835412502289,0.30403128266334534,283.0625,"[0.1799547656217674, 0.27987529348812074, 0.14022235857092466, -1.0, 0.35624999999999996, 0.18064929281545433, 0.13528412377096588, 0.3686921631000578, 0.550534991324465, -1.0, 0.4, 0.5553846153846154]",6,31865102,66.74876976013184,8.525294303894043,1.18359375,0.3703722506761551,0.5360169559717178,1.17578125,0.43244728446006775,0.5527273863554001,1.19140625,0.3351120203733444,0.5175798386335373,1.14453125,0.4661223590373993,0.6196028590202332,1.18359375,66.74876976013184,0.07407445088028908,0.2680084779858589,256.0,1.17578125,0.08648946136236191,0.27636369317770004,287.75,1.19140625,0.067022405564785,0.25878991931676865,289.125,1.14453125,0.09322447329759598,0.3098014295101166,283.4375,"[0.18802847611345058, 0.28642608336085784, 0.15238164124379194, -1.0, 0.3738095238095238, 0.18120172978033783, 0.11009615384615383, 0.3699067379988433, 0.5281231925968768, -1.0, 0.45, 0.5292948717948718]",0.18802847611345058,6,0.1799547656217674,6,0.18802847611345058,6,2025-04-21 04:15:20.471146,0:00:34,0:00:42
0.00010333333333333334,41.88033866882324,11.909824848175049,1.1048451662063599,1.1500294208526611,0.6770395934581757,1.1291295886039734,1.1828786134719849,0.683050811290741,1.093603491783142,1.1728988885879517,0.6824733912944794,1.1088621616363525,1.20923513174057,0.7157785594463348,1.1048451662063599,41.88033866882324,0.2300058901309967,0.33851979672908783,2966.125,1.1291295886039734,0.23657573014497757,0.3415254056453705,3729.4375,1.093603491783142,0.23457977920770645,0.3412366956472397,3864.25,1.1088621616363525,0.24184703081846237,0.3578892797231674,3004.875,72.16748809814453,8.139127492904663,1.2109375,0.30308760702610016,0.45675529539585114,1.2109375,0.3695422261953354,0.4903549700975418,1.2109375,0.29531868547201157,0.4584140032529831,1.171875,0.4067218601703644,0.5542451441287994,1.2109375,72.16748809814453,0.06061752140522003,0.22837764769792557,252.875,1.2109375,0.07390844449400902,0.2451774850487709,286.4375,1.2109375,0.0590637382119894,0.22920700162649155,288.9375,1.171875,0.0813443697988987,0.2771225720643997,272.6875,"[0.20785644497727523, 0.32901353994669, 0.143857194690009, -1.0, 0.375, 0.20535065067163752, 0.14534774436090225, 0.4004554655870445, 0.5602515905147484, -1.0, 0.4, 0.5661538461538461]",7,31865102,66.74876976013184,8.309053897857666,1.18359375,0.3404601514339447,0.5024250596761703,1.19140625,0.37744951248168945,0.5111240446567535,1.1953125,0.339385524392128,0.493269145488739,1.171875,0.4580043703317642,0.5447479635477066,1.18359375,66.74876976013184,0.06809202954173088,0.2512125298380852,253.625,1.19140625,0.07548990473151207,0.25556202232837677,287.0,1.1953125,0.06787710636854172,0.2466345727443695,289.0625,1.171875,0.09160087257623672,0.2723739817738533,273.625,"[0.20326447014523163, 0.3136336897944348, 0.18366176667517642, -1.0, 0.375, 0.1995825825221605, 0.13751084441873912, 0.34348611914401384, 0.531531954887218, -1.0, 0.4, 0.5370833333333334]",0.20785644497727523,7,0.20785644497727523,7,0.20326447014523163,7,2025-04-21 04:16:05.399557,0:00:34,0:00:44
0.00011666666666666667,31.15384292602539,10.607123374938965,1.0918183326721191,0.8719094395637512,0.623423308134079,1.1424848437309265,0.8876177072525024,0.6406578123569489,1.0800867080688477,0.8841234743595123,0.6284132897853851,1.1211003065109253,0.9555094242095947,0.6799792945384979,1.0918183326721191,31.15384292602539,0.17438188567757607,0.3117116540670395,3189.0625,1.1424848437309265,0.17752354592084885,0.3203289061784744,3745.375,1.0800867080688477,0.176824688911438,0.31420664489269257,3866.125,1.1211003065109253,0.19110188633203506,0.33998964726924896,2923.0,75.61576461791992,8.201441287994385,1.18359375,0.33193790912628174,0.47712714970111847,1.21875,0.3968108296394348,0.47951656579971313,1.1796875,0.318681538105011,0.48182885348796844,1.203125,0.4257708787918091,0.5046113729476929,1.18359375,75.61576461791992,0.06638758257031441,0.23856357485055923,247.375,1.21875,0.0793621651828289,0.23975828289985657,284.875,1.1796875,0.06373630650341511,0.24091442674398422,288.8125,1.203125,0.08515417575836182,0.25230568647384644,253.9375,"[0.24954601417432296, 0.39664750910839625, 0.23773220600154998, -1.0, 0.39999999999999997, 0.24745569241920434, 0.1667907750144592, 0.40141338924233666, 0.5755313765182186, -1.0, 0.4, 0.5818910256410257]",8,31865102,79.06404113769531,8.50481128692627,1.16015625,0.36248549818992615,0.5365005731582642,1.15625,0.4004630148410797,0.5979499518871307,1.1484375,0.374296635389328,0.5537073910236359,1.15234375,0.48099008202552795,0.5812305510044098,1.16015625,79.06404113769531,0.07249709963798523,0.2682502865791321,248.9375,1.15625,0.08009260147809982,0.29897497594356537,284.125,1.1484375,0.07485932484269142,0.27685369551181793,290.0,1.15234375,0.09619801864027977,0.2906152755022049,255.0,"[0.24505187724222727, 0.38636163150374475, 0.19042451422530055, -1.0, 0.375, 0.24131462694870365, 0.1607179005205321, 0.42329019664545975, 0.5787485540775015, -1.0, 0.4, 0.5853525641025641]",0.24954601417432296,8,0.24954601417432296,8,0.24505187724222727,8,2025-04-21 04:16:46.444507,0:00:34,0:00:41
0.00013000000000000002,48.47028160095215,11.043266296386719,1.192499577999115,1.0727862119674683,0.46327798068523407,1.2569596767425537,1.038454830646515,0.44468507170677185,1.1991878151893616,1.0707923769950867,0.4608106166124344,1.2300813794136047,1.1179487705230713,0.49578240513801575,1.192499577999115,48.47028160095215,0.2145572379231453,0.23163899034261703,3077.6875,1.2569596767425537,0.20769096910953522,0.22234253585338593,3461.6875,1.1991878151893616,0.21415847539901733,0.2304053083062172,3850.4375,1.2300813794136047,0.22358975559473038,0.24789120256900787,2798.125,75.61576461791992,7.886533737182617,1.19140625,0.2877667769789696,0.44995106756687164,1.234375,0.3368208408355713,0.4488370716571808,1.21484375,0.278995618224144,0.41807641088962555,1.2109375,0.3179382085800171,0.49658551812171936,1.19140625,75.61576461791992,0.057553354650735855,0.22497553378343582,232.875,1.234375,0.0673641674220562,0.2244185358285904,275.875,1.21484375,0.05579912289977074,0.20903820544481277,287.8125,1.2109375,0.06358764134347439,0.24829275906085968,226.6875,"[0.28394031095049965, 0.4441389906008973, 0.2502896902498754, -1.0, 0.39999999999999997, 0.2809960224466152, 0.17059355118565644, 0.5111227588201273, 0.594031954887218, -1.0, 0.4, 0.5995833333333334]",9,31865102,77.33990097045898,7.960268974304199,1.171875,0.3476073294878006,0.46626466512680054,1.23046875,0.3528106063604355,0.45061400532722473,1.19921875,0.28934864699840546,0.423682376742363,1.20703125,0.32365838438272476,0.4976893216371536,1.171875,77.33990097045898,0.069521464407444,0.23313233256340027,237.0,1.23046875,0.07056212052702904,0.22530700266361237,276.5625,1.19921875,0.05786972865462303,0.2118411883711815,287.25,1.20703125,0.06473167613148689,0.2488446608185768,229.5,"[0.26461767482157045, 0.4156838817792277, 0.20680958042939868, -1.0, 0.39999999999999997, 0.2628643872532673, 0.16240962984384036, 0.5014748409485252, 0.5862384326200116, -1.0, 0.4, 0.5907371794871794]",0.28394031095049965,9,0.28394031095049965,9,0.26461767482157045,9,2025-04-21 04:17:29.300423,0:00:33,0:00:42
